loan_amount,term_months,interest_rate,installment,annual_income,dti_ratio,fico_score,employment_length,open_credit_lines,revol_util,credit_history_years,num_delinquencies,home_ownership_encoded,loan_purpose_encoded,state_encoded,default
5000.0,60,6.93,347.47,72000.0,20.61,572,8,8,2.03,6,2,1,4,38,1
42600.0,36,10.6,498.12,44000.0,1.92,656,5,3,65.9,3,2,1,8,8,0
32700.0,60,7.06,353.96,68000.0,18.91,752,0,11,30.74,1,0,0,3,46,1
17400.0,36,5.71,450.75,48000.0,18.55,747,1,8,46.57,20,1,1,9,34,0
5800.0,60,22.93,1146.79,66000.0,6.06,721,2,12,54.71,4,1,1,7,22,0
29400.0,60,8.51,663.31,48000.0,7.04,633,5,13,34.66,27,0,1,8,31,0
27000.0,36,10.96,893.13,50000.0,43.04,709,10,13,14.05,5,0,2,3,39,0
4100.0,36,8.34,753.66,33000.0,43.92,649,9,12,48.82,9,2,0,2,29,0
21700.0,60,14.87,394.25,77000.0,11.72,700,6,4,62.78,29,0,0,8,10,1
30900.0,36,7.33,633.82,85000.0,4.12,594,6,14,54.29,28,0,2,3,36,1
4100.0,60,14.63,310.0,82000.0,1.19,671,4,2,49.35,29,0,1,0,1,1
6900.0,60,6.42,103.19,45000.0,17.01,702,7,14,43.09,16,0,0,2,8,0
12200.0,36,19.25,640.43,44000.0,2.66,593,8,9,36.92,18,1,2,1,6,0
16700.0,60,9.02,354.09,61000.0,3.88,597,7,13,64.28,10,0,2,6,47,1
30400.0,36,8.35,625.61,67000.0,9.75,626,10,7,48.73,20,1,2,1,12,0
33700.0,36,11.51,514.37,98000.0,5.06,734,5,1,18.77,14,1,0,3,31,1
17700.0,36,11.8,571.02,75000.0,4.96,585,7,7,49.55,29,0,0,1,31,0
7900.0,36,6.85,22.48,36000.0,31.65,711,10,5,56.41,9,2,0,5,5,1
3300.0,36,2.88,679.39,73000.0,21.73,821,7,13,44.65,16,2,1,4,27,0
9600.0,60,6.12,233.39,38000.0,9.95,666,2,2,53.32,9,0,1,5,6,0
39200.0,60,7.0,749.02,26000.0,45.33,671,6,6,13.11,28,1,1,9,22,0
40800.0,36,15.52,864.61,47000.0,20.25,574,4,4,48.77,7,1,1,7,29,0
55800.0,36,11.25,6.44,68000.0,9.81,635,4,2,28.32,2,1,0,3,35,1
7600.0,60,6.18,144.47,28000.0,40.22,726,3,4,36.15,29,1,0,8,31,1
20400.0,36,7.3,88.6,52000.0,12.72,728,6,9,54.34,1,0,2,8,36,1
20800.0,60,14.14,1262.36,52000.0,17.4,635,2,12,38.11,2,2,0,6,20,0
34000.0,60,10.97,517.55,26000.0,41.68,711,1,2,41.91,26,1,0,4,31,0
15200.0,60,9.44,200.67,83000.0,1.28,653,4,11,60.13,6,0,1,2,28,1
36200.0,60,16.98,671.19,79000.0,10.19,728,6,7,31.49,11,2,0,2,42,0
34800.0,60,0.46,741.82,51000.0,52.51,695,7,10,35.37,16,2,0,6,4,0
8100.0,60,16.68,916.51,11000.0,22.02,784,3,3,43.77,14,0,0,6,0,0
34800.0,36,11.97,704.13,35000.0,16.15,630,4,8,16.88,24,2,1,6,47,0
49600.0,60,16.59,115.04,71000.0,2.22,710,10,1,37.45,19,0,2,2,6,1
50600.0,36,16.69,815.42,63000.0,7.95,705,3,3,42.29,14,0,1,1,35,1
9900.0,60,6.85,908.99,33000.0,47.42,710,3,4,31.58,19,2,2,3,37,0
29900.0,60,13.14,78.94,77000.0,1.51,667,0,3,37.16,4,1,0,8,21,1
68300.0,36,15.55,142.91,90000.0,12.84,623,5,2,48.76,18,0,1,0,20,1
9200.0,60,20.04,946.0,26000.0,28.54,805,8,14,55.47,11,0,2,5,22,0
51800.0,60,18.41,461.39,89000.0,23.22,585,0,9,59.73,11,0,0,6,49,0
11200.0,36,11.13,965.02,69000.0,19.98,693,9,12,41.31,18,0,2,0,21,0
28300.0,60,9.31,417.52,48000.0,24.98,605,6,2,46.84,10,2,0,1,31,0
39300.0,36,19.4,795.8,70000.0,22.46,683,1,11,58.92,24,1,2,9,49,1
54700.0,60,17.35,185.66,75000.0,5.68,603,9,12,43.57,19,0,0,7,6,1
9800.0,60,18.03,835.41,75000.0,2.0,675,4,1,61.18,11,1,0,8,2,1
25600.0,36,14.73,32.79,78000.0,14.64,687,1,8,44.07,6,1,1,9,48,0
23300.0,60,4.6,602.16,33000.0,40.93,781,1,13,49.61,5,0,0,0,48,0
37600.0,60,16.22,589.13,43000.0,29.53,546,2,12,33.28,9,0,2,7,0,0
16700.0,36,6.54,29.83,51000.0,14.64,708,6,6,41.11,25,2,2,1,11,1
24500.0,60,10.35,750.25,49000.0,13.78,766,4,13,39.48,11,1,2,5,37,1
3400.0,60,9.87,519.82,54000.0,15.13,693,1,3,2.4,11,2,1,7,22,0
47600.0,60,14.17,179.25,73000.0,4.29,592,4,8,67.57,27,1,1,5,15,1
25500.0,60,7.08,542.1,21000.0,42.8,571,4,4,11.27,20,2,2,4,42,0
30200.0,60,13.57,842.55,36000.0,22.07,558,0,13,13.75,12,0,1,3,24,0
34800.0,36,14.28,750.33,64000.0,2.62,731,8,12,48.56,4,4,1,8,28,0
45600.0,36,3.9,992.09,53000.0,27.4,685,9,14,72.81,14,1,1,3,41,0
36700.0,60,9.91,640.76,18000.0,21.24,568,8,8,20.17,2,2,2,5,0,0
34400.0,60,10.43,1021.03,26000.0,52.51,860,10,9,14.52,19,0,0,9,45,0
4200.0,60,10.98,1236.9,42000.0,35.4,790,10,1,46.3,23,2,2,1,34,0
13900.0,36,6.71,469.79,49000.0,11.76,709,6,11,33.52,23,0,2,5,32,0
29700.0,36,11.57,422.45,47000.0,12.19,677,10,6,76.51,12,1,2,7,3,0
50900.0,36,9.66,533.56,81000.0,0.44,521,6,12,12.56,28,0,2,7,6,0
66200.0,36,18.7,223.5,76000.0,13.1,653,2,6,48.51,20,2,0,1,14,1
6200.0,36,7.89,848.52,55000.0,6.19,680,6,12,47.49,13,2,1,8,35,0
53800.0,36,17.78,878.84,5000.0,53.06,565,7,9,65.83,24,0,2,9,18,0
35600.0,60,16.87,113.63,94000.0,13.6,665,9,3,71.96,13,0,1,1,49,1
26300.0,36,13.6,480.11,55000.0,9.52,656,8,12,14.09,26,1,2,2,14,0
34000.0,60,6.8,1097.1,40000.0,39.66,705,5,12,27.05,11,2,2,0,41,0
36400.0,36,13.44,810.07,62000.0,11.2,588,1,4,33.2,7,3,1,4,32,0
30600.0,60,15.58,659.79,1000.0,43.25,677,6,3,52.39,17,1,2,3,42,0
66600.0,60,13.12,494.56,63000.0,17.1,550,7,10,51.41,22,0,1,1,48,1
10900.0,36,7.89,564.86,36000.0,22.83,701,6,10,75.77,23,0,2,0,23,0
12400.0,36,9.87,503.48,46000.0,8.17,631,7,7,33.19,26,1,1,7,45,0
41700.0,36,14.8,1008.57,88000.0,8.87,682,9,7,4.67,26,1,0,4,8,1
16600.0,36,8.32,964.54,11000.0,53.95,698,9,9,20.84,14,1,1,4,43,0
2200.0,60,9.48,100.72,63000.0,8.14,655,10,5,68.92,23,2,2,0,35,1
59400.0,36,1.47,120.11,41000.0,17.68,630,0,14,20.33,14,3,1,7,1,0
18500.0,36,4.62,558.35,43000.0,38.57,716,9,8,37.08,29,0,2,9,6,0
68700.0,60,9.15,753.9,36000.0,51.0,747,9,11,70.56,21,1,2,0,23,0
29300.0,60,8.22,29.68,58000.0,22.88,687,5,13,43.47,29,2,2,4,33,1
27400.0,60,7.74,530.75,42000.0,25.2,535,2,2,12.54,26,1,2,0,6,0
63300.0,60,7.35,441.68,5000.0,68.87,742,9,8,47.41,9,2,1,8,18,0
16900.0,36,8.23,410.71,48000.0,18.7,651,2,10,54.16,25,1,0,8,23,1
9000.0,36,19.66,669.26,20000.0,28.09,697,2,9,9.67,2,0,1,8,25,0
37100.0,36,9.14,1030.24,30000.0,18.87,612,6,4,37.4,10,1,2,1,5,0
47200.0,60,9.32,385.53,63000.0,23.07,707,1,7,19.85,23,2,2,0,10,1
17100.0,60,13.45,745.2,34000.0,20.33,651,1,13,5.97,13,3,2,2,13,0
10700.0,60,7.55,622.55,63000.0,16.03,743,0,7,78.17,10,1,2,2,12,0
6100.0,36,8.34,524.83,65000.0,15.68,683,3,2,40.01,22,1,0,7,10,0
300.0,36,15.21,929.9,45000.0,17.05,615,1,8,8.45,26,1,1,8,40,0
23600.0,36,15.32,1223.08,14000.0,42.12,545,0,8,27.83,8,2,0,3,14,0
32000.0,36,12.48,406.83,61000.0,13.94,673,7,2,59.67,21,0,0,2,40,1
30000.0,60,7.0,253.79,57000.0,9.41,650,5,2,39.22,8,1,1,3,14,1
35600.0,36,4.37,885.26,42000.0,25.02,576,0,14,28.34,6,1,0,9,12,0
9600.0,60,2.17,486.54,61000.0,17.68,662,0,5,37.99,15,1,1,7,16,0
28000.0,60,2.84,474.11,59000.0,13.65,690,3,14,13.94,28,2,0,6,21,1
51200.0,36,7.62,664.36,54000.0,22.87,580,6,4,40.59,11,1,2,6,15,0
50500.0,36,20.65,825.97,78000.0,4.32,656,9,4,25.57,1,0,2,1,48,0
58600.0,36,10.97,823.21,45000.0,15.75,620,2,12,29.88,20,0,2,8,1,1
22100.0,36,8.33,862.51,38000.0,16.47,676,10,14,44.47,7,0,1,8,46,0
7400.0,36,6.9,605.68,67000.0,9.12,698,5,3,13.71,5,0,1,9,42,0
8400.0,36,20.47,1225.33,10000.0,19.26,806,7,3,39.88,5,3,2,2,46,1
6900.0,36,4.36,1465.57,61000.0,40.03,683,0,2,20.36,16,0,1,9,44,0
15100.0,60,5.41,724.26,30000.0,58.22,742,5,2,37.38,6,2,0,4,19,0
2300.0,60,5.89,160.97,64000.0,3.14,617,6,4,71.49,2,2,1,5,26,1
58700.0,60,4.88,188.7,47000.0,11.76,659,10,13,31.09,3,2,1,1,33,1
2000.0,36,11.98,359.09,74000.0,8.44,690,8,13,65.92,2,0,2,4,33,1
29000.0,60,5.31,437.52,23000.0,32.43,651,7,2,53.15,22,1,0,3,13,1
13000.0,36,12.69,125.94,21000.0,30.92,709,0,14,38.02,13,3,2,1,6,0
54000.0,60,11.71,814.94,70000.0,13.22,675,10,11,53.12,23,2,0,1,2,0
800.0,60,12.49,135.13,77000.0,12.12,612,9,9,21.77,26,1,2,1,8,1
47100.0,60,14.8,276.18,44000.0,17.17,763,9,1,8.74,20,1,2,0,46,1
7700.0,60,8.03,278.44,32000.0,21.47,764,9,12,49.83,22,3,2,5,1,0
14300.0,36,4.78,843.82,55000.0,33.39,677,8,2,80.64,11,1,1,7,11,0
12300.0,60,10.23,1076.22,35000.0,24.77,603,2,14,2.21,6,1,0,6,47,0
400.0,60,4.48,872.03,62000.0,33.21,707,0,3,46.06,23,1,1,4,43,0
58800.0,36,5.18,586.76,45000.0,32.8,872,0,4,22.25,20,0,0,7,27,0
29300.0,60,11.45,771.89,46000.0,21.58,601,3,11,46.73,28,0,2,1,24,0
9100.0,60,4.02,761.83,65000.0,32.6,803,9,6,28.26,18,1,2,0,27,1
19800.0,36,7.03,132.12,50000.0,7.97,593,8,5,39.2,29,2,1,7,15,0
30500.0,36,7.62,181.85,58000.0,9.3,744,2,8,29.24,18,2,0,1,14,0
1100.0,36,5.51,949.75,50000.0,26.54,690,3,7,23.95,27,0,1,7,33,1
2500.0,60,4.32,17.79,56000.0,28.86,796,3,13,24.05,2,2,0,5,13,1
17400.0,36,2.05,361.23,60000.0,17.12,699,2,6,39.22,22,1,1,4,4,0
31400.0,60,21.51,731.33,64000.0,5.65,568,7,5,16.22,8,2,1,9,35,0
32700.0,60,0.67,4.12,47000.0,8.6,523,5,7,27.26,9,2,1,1,10,0
1200.0,36,5.15,804.28,71000.0,4.4,603,4,10,0.0,13,4,1,1,17,0
15100.0,36,15.42,852.16,54000.0,10.39,696,0,12,43.98,29,0,0,3,36,0
26500.0,60,4.4,818.78,64000.0,14.63,746,6,5,31.66,3,0,1,9,13,0
46800.0,36,10.59,835.49,17000.0,22.03,753,10,1,70.49,17,2,1,9,7,1
51100.0,36,6.38,177.12,44000.0,14.51,706,6,5,43.13,23,1,2,0,35,1
20800.0,36,9.48,870.59,7000.0,51.38,740,8,2,16.92,2,0,0,5,6,0
8200.0,60,4.8,42.32,26000.0,48.85,819,9,2,19.21,18,0,1,4,35,1
27500.0,36,11.24,82.96,46000.0,19.48,764,7,2,62.45,1,0,0,0,29,0
22300.0,36,13.91,270.55,19000.0,3.57,596,6,1,34.75,12,0,0,2,7,0
30600.0,36,10.94,210.62,53000.0,3.47,658,1,9,15.04,17,2,2,9,15,1
41600.0,36,3.68,126.87,37000.0,29.76,743,0,3,35.07,6,0,1,6,26,1
29700.0,60,0.54,729.69,47000.0,45.11,748,0,3,44.28,15,2,0,0,23,0
15100.0,60,7.56,113.69,39000.0,13.6,584,4,1,63.31,3,1,1,8,43,0
8100.0,36,7.99,383.78,41000.0,25.36,720,9,7,49.18,7,1,1,5,12,0
10600.0,60,7.93,143.35,27000.0,28.22,721,2,4,34.51,11,0,1,3,4,0
29800.0,36,11.56,1043.39,26000.0,41.84,527,10,5,32.2,6,1,0,9,36,0
40900.0,60,14.25,804.93,50000.0,18.42,653,3,8,35.3,8,1,2,6,17,0
11900.0,36,9.8,1024.95,60000.0,10.11,672,6,11,35.98,15,2,0,6,20,0
8700.0,36,3.71,719.41,60000.0,19.45,760,10,8,87.5,14,1,0,9,34,0
20200.0,36,11.47,112.38,55000.0,8.59,787,9,1,23.13,11,1,1,9,26,0
22900.0,36,19.05,446.99,47000.0,13.53,687,5,1,19.32,21,0,1,2,16,1
23700.0,36,13.08,693.4,43000.0,29.62,756,7,6,64.88,26,0,0,4,44,0
46200.0,36,13.56,764.53,78000.0,4.61,598,0,14,50.9,15,1,1,9,6,0
31600.0,36,8.13,38.71,82000.0,31.22,617,8,13,58.2,26,1,2,5,35,0
25400.0,36,8.62,805.47,37000.0,24.9,652,6,7,58.59,24,0,0,8,34,0
27500.0,36,4.35,472.98,77000.0,17.64,767,9,8,73.6,25,2,0,3,30,0
46300.0,36,9.86,370.13,47000.0,12.06,593,1,13,51.13,12,1,1,4,25,0
36400.0,36,2.28,342.13,64000.0,2.07,718,3,4,43.81,8,2,2,3,41,1
34700.0,60,5.43,53.95,34000.0,29.27,755,10,12,61.13,23,1,2,2,38,1
5100.0,60,5.46,655.13,32000.0,41.36,663,10,8,42.8,22,2,0,5,2,0
18100.0,60,12.48,649.09,52000.0,17.08,711,1,11,59.18,6,1,0,0,46,0
45400.0,60,15.95,739.87,61000.0,12.68,619,8,12,59.96,15,0,1,8,11,0
45900.0,60,10.89,383.38,45000.0,18.08,564,8,1,37.75,15,2,1,1,12,0
28500.0,60,18.85,1028.67,43000.0,19.87,553,8,8,61.42,4,2,0,0,30,0
24000.0,60,17.39,422.8,34000.0,4.85,728,4,6,36.75,10,0,1,8,2,0
48500.0,60,11.78,326.06,63000.0,3.98,641,9,1,56.34,16,0,0,2,11,1
20000.0,60,15.86,653.84,57000.0,0.45,566,10,14,53.05,18,1,1,6,7,0
100.0,60,17.09,777.14,58000.0,2.82,670,5,11,30.17,27,2,2,2,22,0
300.0,36,6.59,683.9,23000.0,43.24,661,5,8,19.97,5,1,2,5,46,0
32000.0,36,17.56,904.53,32000.0,27.31,755,9,7,100.0,10,2,0,4,41,0
17300.0,60,4.93,581.63,77000.0,12.04,882,1,3,40.27,10,3,0,2,30,0
6900.0,60,5.13,80.43,29000.0,23.52,677,10,2,53.69,10,0,0,9,15,1
27300.0,36,7.65,1042.0,29000.0,37.48,599,2,7,28.33,10,0,1,4,14,0
39600.0,60,14.07,692.05,44000.0,17.67,740,8,7,17.83,19,1,1,9,47,0
26400.0,60,12.97,774.2,63000.0,1.05,525,0,9,26.38,29,4,2,5,40,0
16300.0,60,7.23,601.7,78000.0,11.94,767,7,12,59.87,16,2,0,0,10,0
34200.0,36,2.13,395.75,50000.0,39.89,702,2,11,96.28,13,0,2,3,43,1
47400.0,36,9.44,397.05,57000.0,12.66,531,3,10,12.56,28,1,1,6,16,0
12600.0,60,9.85,48.44,47000.0,20.6,700,0,1,58.76,12,0,2,6,36,0
20300.0,36,8.64,727.81,62000.0,2.93,601,0,10,44.39,7,0,0,1,39,0
22500.0,36,20.75,1159.66,49000.0,7.37,604,4,14,3.09,9,1,0,3,9,0
33400.0,36,11.37,59.35,76000.0,20.76,614,9,5,26.42,19,3,0,2,28,1
50900.0,36,11.23,367.08,54000.0,18.61,675,4,5,18.04,18,1,1,8,28,1
15600.0,60,11.44,857.78,42000.0,35.5,679,2,5,18.0,24,4,0,7,44,0
21900.0,60,12.18,195.98,30000.0,6.17,648,8,2,53.7,15,1,2,1,44,1
42500.0,36,10.75,449.87,53000.0,4.77,640,8,10,18.02,12,0,1,4,29,0
3000.0,36,4.51,482.58,66000.0,7.99,702,10,10,22.08,20,0,0,2,46,1
37200.0,36,9.09,613.49,41000.0,21.85,579,10,2,54.97,25,0,0,9,37,0
19700.0,60,14.39,658.82,30000.0,21.1,714,1,4,59.29,28,1,0,7,18,0
10600.0,60,16.29,179.96,58000.0,11.1,645,6,5,51.05,11,3,2,9,7,1
1300.0,60,12.87,599.43,31000.0,17.16,572,10,4,49.03,22,0,2,0,1,0
30100.0,36,8.66,472.4,23000.0,52.65,831,8,1,25.71,15,0,1,2,1,0
26800.0,60,13.57,252.29,56000.0,8.32,676,5,12,2.35,25,0,2,8,8,0
19300.0,36,2.08,558.46,65000.0,12.86,728,0,5,27.98,18,2,1,7,12,0
49500.0,60,17.17,899.13,29000.0,23.92,717,6,3,19.5,18,0,2,9,25,0
24400.0,60,11.65,505.1,56000.0,11.7,730,0,12,16.83,9,1,1,6,19,0
39900.0,36,11.51,836.19,36000.0,25.64,662,2,1,60.81,24,1,0,4,10,0
49200.0,36,14.77,669.1,19000.0,35.3,657,6,13,57.2,27,0,0,0,42,0
25700.0,60,8.17,713.2,68000.0,8.94,662,4,13,89.68,1,1,0,9,39,0
16600.0,60,18.24,753.62,71000.0,6.09,661,10,4,18.76,25,0,0,1,10,1
25600.0,36,11.74,864.98,48000.0,3.54,565,7,5,48.52,3,0,0,8,39,0
11900.0,60,16.3,964.93,32000.0,15.25,613,8,7,86.15,11,1,2,8,44,0
50200.0,60,10.67,696.16,25000.0,50.37,680,0,11,4.16,13,4,1,8,34,0
4800.0,36,15.03,873.6,50000.0,0.71,580,10,14,38.56,11,1,1,5,40,0
88300.0,36,10.44,761.36,74000.0,7.97,602,9,3,10.65,17,2,2,0,48,1
27700.0,36,11.72,588.34,49000.0,1.98,625,6,1,22.61,27,0,0,4,34,0
41200.0,36,2.93,395.37,40000.0,49.48,796,10,4,9.87,2,1,0,3,20,0
18600.0,36,11.52,750.53,56000.0,13.82,650,2,10,0.0,9,1,2,8,11,0
25200.0,36,9.91,859.48,24000.0,56.59,729,10,6,29.26,9,2,2,1,21,0
28400.0,60,5.69,613.71,34000.0,19.8,760,2,2,55.36,18,3,2,1,18,1
7900.0,60,9.53,449.68,32000.0,19.95,653,5,1,30.23,26,0,1,8,22,0
500.0,36,3.34,293.14,56000.0,22.12,713,8,1,61.0,20,2,0,3,27,0
52500.0,36,6.66,87.93,44000.0,10.21,675,7,5,40.65,8,0,1,4,31,1
27600.0,36,11.1,424.76,53000.0,21.47,664,7,7,6.26,5,1,1,9,48,1
5200.0,36,7.24,194.33,75000.0,8.49,697,9,8,17.94,15,0,1,5,42,0
7500.0,36,13.11,700.74,56000.0,18.73,730,8,6,48.57,10,1,2,1,35,0
37700.0,60,14.98,607.5,65000.0,8.66,624,2,6,66.62,11,1,0,0,29,0
44800.0,36,12.03,742.53,46000.0,19.25,662,4,3,3.37,15,1,0,8,11,0
20600.0,36,12.2,387.87,56000.0,9.64,726,5,5,36.97,20,4,1,2,41,0
37500.0,36,1.55,71.75,45000.0,4.93,594,8,3,55.25,7,1,1,7,36,0
52100.0,60,2.28,323.69,43000.0,37.59,743,10,7,31.63,23,1,0,6,5,1
39900.0,36,5.62,34.0,67000.0,6.77,768,1,14,18.93,9,0,1,7,19,1
29700.0,36,11.38,670.32,7000.0,40.1,840,6,12,0.0,28,4,2,1,20,1
1800.0,36,17.67,583.1,8000.0,14.94,588,0,13,9.17,13,0,2,8,25,0
48100.0,36,13.06,436.46,46000.0,18.93,727,3,2,38.99,2,3,0,3,5,0
33100.0,36,13.38,522.0,86000.0,31.11,552,9,12,37.07,8,1,1,3,37,1
8000.0,36,11.21,936.81,55000.0,14.62,726,6,14,30.48,19,3,1,4,33,0
26400.0,36,6.39,38.77,59000.0,13.23,693,1,6,62.84,4,0,0,1,27,1
8300.0,60,3.16,22.81,68000.0,5.53,623,9,9,40.8,22,1,0,4,24,1
46300.0,60,10.01,212.31,43000.0,3.42,684,7,13,52.33,15,2,1,4,42,1
41600.0,36,11.44,408.13,3000.0,36.38,759,3,2,68.36,16,1,0,9,12,1
11200.0,36,11.59,324.94,44000.0,0.99,617,4,1,27.18,24,1,1,9,45,0
48500.0,36,13.51,136.33,73000.0,2.62,567,9,8,40.57,9,0,0,4,39,1
45800.0,60,3.64,408.68,60000.0,29.44,774,5,7,28.25,27,3,1,8,42,1
35200.0,36,2.97,510.5,49000.0,31.12,729,0,7,86.07,28,1,2,6,34,0
26700.0,60,3.64,847.79,30000.0,58.41,709,1,6,43.43,14,1,0,2,19,0
48900.0,36,14.43,845.11,12000.0,52.06,653,0,7,90.65,20,0,1,0,17,0
41600.0,60,4.54,379.63,43000.0,57.53,868,0,6,32.32,15,2,0,5,30,0
30700.0,60,8.24,311.94,71000.0,18.93,798,5,4,34.83,6,2,2,2,43,1
56600.0,36,6.04,678.05,68000.0,4.82,558,10,4,20.79,29,2,0,0,9,0
39200.0,60,8.34,300.89,63000.0,7.65,770,8,9,3.9,26,0,2,7,25,0
700.0,60,7.72,531.19,63000.0,17.69,700,7,12,53.1,12,1,0,7,37,0
61700.0,36,12.99,97.74,72000.0,0.34,618,8,14,46.96,15,2,0,5,42,1
4000.0,36,9.93,869.29,51000.0,28.5,694,1,13,13.13,3,0,0,6,36,0
50000.0,60,13.5,342.96,81000.0,0.47,595,5,4,66.28,4,0,2,7,36,1
56000.0,60,15.74,1124.34,50000.0,23.41,634,9,7,46.43,28,0,1,8,9,0
51500.0,60,10.34,1002.0,48000.0,23.2,556,7,3,29.07,4,3,2,4,45,0
61900.0,36,12.16,945.21,71000.0,1.02,570,7,3,8.42,17,0,2,0,20,0
34400.0,60,15.22,668.75,40000.0,22.04,621,9,2,64.57,6,0,2,1,9,0
22200.0,36,11.8,104.18,33000.0,14.83,743,5,2,14.56,18,1,2,1,40,1
3500.0,60,9.12,3.66,57000.0,6.94,653,4,8,49.16,11,2,2,4,12,1
3000.0,36,1.58,331.57,39000.0,38.5,795,2,11,57.03,12,0,2,0,22,0
14000.0,36,12.08,458.67,51000.0,28.77,678,5,7,39.19,9,0,1,4,33,1
32400.0,36,22.57,681.37,67000.0,2.09,621,4,9,20.21,5,2,1,2,27,0
36000.0,36,8.8,122.76,19000.0,31.5,785,5,2,62.28,21,2,0,6,3,1
45200.0,36,11.96,60.64,71000.0,7.4,662,5,14,37.38,3,2,2,8,12,1
8900.0,36,8.5,243.39,54000.0,16.56,791,7,6,8.59,25,0,0,3,6,0
15000.0,60,7.99,526.87,41000.0,11.58,628,6,12,33.3,4,2,1,5,47,0
40600.0,36,9.97,581.15,4000.0,46.45,612,2,13,33.41,12,2,0,7,19,0
41600.0,36,17.48,1019.36,12000.0,34.21,640,2,13,31.8,27,2,0,3,3,0
47800.0,36,14.84,451.75,61000.0,3.72,674,9,5,19.86,14,1,2,3,33,1
28200.0,36,12.09,346.16,93000.0,18.23,544,4,8,45.02,14,1,2,2,19,0
34400.0,36,13.23,689.91,30000.0,25.28,681,3,5,0.0,10,1,0,7,12,0
11500.0,60,9.27,130.92,44000.0,30.2,718,1,7,40.74,15,0,2,6,48,1
17300.0,60,8.48,409.6,28000.0,15.22,565,8,5,48.46,15,2,0,5,8,0
48700.0,60,9.06,78.51,51000.0,16.99,668,8,4,33.12,10,0,1,4,23,0
47300.0,36,15.3,966.67,59000.0,7.74,592,0,2,77.08,15,0,1,8,15,0
2600.0,60,2.65,492.78,41000.0,13.53,704,3,11,50.66,17,1,1,7,8,0
12500.0,36,8.4,749.31,60000.0,1.71,673,6,1,76.69,9,2,2,0,8,0
39100.0,36,8.78,425.35,69000.0,1.43,632,1,1,55.18,27,1,2,3,29,1
42900.0,60,5.56,507.58,35000.0,24.04,599,7,8,51.49,21,1,2,4,30,0
3800.0,36,12.76,13.78,74000.0,0.04,636,7,8,70.29,16,2,0,0,42,1
24000.0,60,8.28,851.6,59000.0,12.64,576,6,6,38.94,22,0,1,0,25,1
23600.0,36,4.62,91.01,52000.0,4.22,690,7,4,40.26,26,2,1,8,39,1
25500.0,36,13.09,362.38,90000.0,9.3,621,1,3,44.22,11,2,1,2,22,1
23700.0,36,9.46,630.98,82000.0,8.83,758,2,10,32.72,24,0,0,7,16,0
34000.0,60,12.85,326.05,56000.0,10.7,799,7,13,50.51,7,0,0,6,20,0
2000.0,60,5.78,183.77,27000.0,34.72,707,8,11,29.37,29,4,2,3,10,0
50600.0,36,1.69,272.56,28000.0,20.68,611,4,11,16.99,17,1,2,1,10,0
37900.0,36,21.18,1346.77,66000.0,6.6,679,8,14,50.59,7,2,1,0,11,0
8900.0,36,14.43,883.33,88000.0,32.84,665,5,4,68.33,7,0,0,9,27,0
6200.0,36,4.37,1138.74,67000.0,28.56,682,4,10,63.22,27,0,1,5,29,0
44200.0,60,17.56,68.97,75000.0,1.0,680,5,6,5.94,22,0,1,3,39,1
14500.0,36,1.61,1007.35,71000.0,32.09,749,2,14,27.89,6,2,1,1,27,0
30300.0,36,14.35,112.32,82000.0,19.27,628,1,14,56.23,17,0,1,5,11,1
15600.0,60,7.14,280.03,55000.0,10.45,748,10,5,53.02,13,0,1,2,0,1
15600.0,60,7.03,249.91,50000.0,15.92,736,10,11,60.39,9,0,0,4,13,0
18900.0,36,14.97,125.76,113000.0,15.15,569,8,13,56.29,17,1,2,5,39,1
49200.0,60,20.11,155.17,98000.0,11.45,641,0,12,42.79,10,1,1,6,29,1
20200.0,60,6.39,557.39,18000.0,42.71,764,10,2,24.24,7,0,1,2,44,0
26900.0,60,10.34,392.57,64000.0,24.87,724,3,12,59.62,5,0,2,8,29,1
38600.0,36,13.32,61.25,68000.0,1.43,677,5,2,63.46,13,2,1,7,11,1
14000.0,60,0.9,636.96,52000.0,27.81,843,4,2,28.14,8,2,0,6,10,0
3300.0,60,4.99,662.79,12000.0,49.86,764,5,4,50.79,26,0,2,0,5,1
22600.0,60,18.17,849.21,60000.0,8.58,700,1,9,32.74,18,3,1,1,30,0
8700.0,60,8.77,445.63,42000.0,26.83,771,4,13,40.23,5,0,0,8,42,0
54600.0,36,9.62,89.84,47000.0,25.57,715,4,7,20.9,1,1,2,2,36,0
33300.0,60,6.25,994.82,39000.0,54.89,720,10,4,38.91,20,1,0,0,22,0
17600.0,60,10.27,248.69,42000.0,1.85,692,8,2,37.79,4,0,2,5,25,0
1100.0,36,10.87,402.91,53000.0,27.04,752,8,3,29.32,20,1,0,8,41,0
30600.0,60,15.57,365.45,44000.0,4.58,628,7,2,52.43,20,1,0,6,14,0
28200.0,60,14.67,636.13,36000.0,26.38,682,5,8,56.3,20,0,1,0,6,0
13400.0,60,16.48,438.23,26000.0,8.92,718,6,9,16.94,23,1,1,9,12,0
11600.0,36,9.89,861.88,54000.0,24.47,696,4,7,50.77,8,0,0,5,38,0
5400.0,36,10.35,873.27,31000.0,26.56,708,2,10,43.73,4,0,1,0,43,0
21200.0,60,16.44,1026.29,36000.0,18.95,659,2,3,0.0,3,1,2,9,26,0
